"","movies","genres"
"47146","Red Dust (1932)","Drama"
"47147","Shrek the Third (2007)","Adventure|Animation|Children|Comedy|Fantasy"
"47154","Once (2006)","Drama|Musical|Romance"
"47164","Pirates of the Caribbean: At World's End (2007)","Action|Adventure|Comedy|Fantasy"
"47184","Mr. Brooks (2007)","Crime|Drama|Thriller"
"47186","Eagle vs Shark (2007)","Comedy"
"47188","88 Minutes (2008)","Crime|Drama|Mystery|Thriller"
"47189","Cashback (2006)","Comedy|Drama|Romance"
"47194","Ocean's Thirteen (2007)","Crime|Thriller"
"47208","Surf's Up (2007)","Animation|Children|Comedy"
"47210","Fantastic Four: Rise of the Silver Surfer (2007)","Action|Adventure|Sci-Fi"
"47216","Death Proof (2007)","Action|Adventure|Crime|Horror|Thriller"
"47219","Rescue Dawn (2006)","Action|Adventure|Drama|War"
"47222","Valet, The (La doublure) (2006)","Comedy"
"47223","Sybil (1976)","Drama"
"47224","Power of Nightmares, The: The Rise of the Politics of Fear (2004)","Documentary"
"47226","Sicko (2007)","Documentary|Drama"
"47234","Mighty Heart, A (2007)","Drama|Thriller"
"47235","1408 (2007)","Drama|Horror|Thriller"
"47238","Death at a Funeral (2007)","Comedy"
"47241","Live Free or Die Hard (2007)","Action|Adventure|Crime|Thriller"
"47252","License to Wed (2007)","Comedy|Romance"
"47253","Evan Almighty (2007)","Comedy|Fantasy"
"47255","Transformers (2007)","Action|Sci-Fi|Thriller|IMAX"
"47273","Harry Potter and the Order of the Phoenix (2007)","Adventure|Drama|Fantasy|IMAX"
"47296","I Now Pronounce You Chuck and Larry (2007)","Comedy|Romance"
"47299","Across the Universe (2007)","Drama|Fantasy|Musical|Romance"
"47302","Broken English (2007)","Comedy|Drama|Romance"
"47303","Stardust (2007)","Adventure|Comedy|Fantasy|Romance"
"47318","Simpsons Movie, The (2007)","Animation|Comedy"
"47336","Underdog (2007)","Action|Adventure|Children|Comedy|Fantasy|Sci-Fi"
"47337","Charlie Bartlett (2007)","Comedy|Drama"
"47339","Bourne Ultimatum, The (2007)","Action|Crime|Thriller"
"47362","You Kill Me (2007)","Comedy|Crime|Thriller"
"47363","Tell No One (Ne le dis à personne) (2006)","Crime|Drama|Mystery|Thriller"
"47366","Superbad (2007)","Comedy"
"47385","Talk to Me (2007)","Drama"
"47386","Molière (2007)","Comedy|Drama|Romance"
"47387","Rush Hour 3 (2007)","Action|Comedy|Crime|Thriller"
"47389","Balls of Fury (2007)","Comedy"
"47390","Sydney White (2007)","Comedy"
"47391","Kingdom, The (2007)","Action|Drama|Thriller"
"47398","Invasion, The (2007)","Action|Drama|Horror|Sci-Fi|Thriller"
"47400","War (2007)","Action|Thriller"
"47402","Halloween (2007)","Horror"
"47403","Death Sentence (2007)","Drama|Thriller"
"47404","King of Kong, The (2007)","Documentary"
"47406","Planet Terror (2007)","Action|Horror|Sci-Fi"
"47410","3:10 to Yuma (2007)","Action|Crime|Drama|Western"
"47426","Shoot 'Em Up (2007)","Action|Comedy|Crime"
"47429","Atonement (2007)","Drama|Romance|War"
"47435","My Winnipeg (2007)","Documentary|Fantasy"
"47436","Requiem (2006)","Drama|Thriller"
"47437","4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)","Drama"
"47441","No End in Sight (2007)","Documentary"
"47442","Brave One, The (2007)","Crime|Drama|Thriller"
"47443","In the Valley of Elah (2007)","Drama|Mystery"
"47445","I Could Never Be Your Woman (2007)","Comedy|Romance"
"47446","Eastern Promises (2007)","Crime|Drama|Thriller"
"47452","Tekkonkinkreet (Tekkon kinkurîto) (2006)","Action|Adventure|Animation|Crime|Fantasy"
"47454","In the Shadow of the Moon (2007)","Documentary"
"47455","Stephanie Daley (2006)","Drama"
"47456","Love and Other Disasters (2006)","Comedy|Romance"
"47457","Resident Evil: Extinction (2007)","Action|Horror|Sci-Fi|Thriller"
"47461","Good Luck Chuck (2007)","Comedy|Romance"
"47463","Into the Wild (2007)","Action|Adventure|Drama"
"47477","Lust, Caution (Se, jie) (2007)","Drama|Romance|Thriller|War"
"47478","Heartbreak Kid, The (2007)","Comedy|Drama|Romance"
"47479","Dan in Real Life (2007)","Comedy|Drama|Romance"
"47482","Darjeeling Limited, The (2007)","Adventure|Comedy|Drama"
"47489","Elizabeth: The Golden Age (2007)","Drama"
"47490","Michael Clayton (2007)","Drama|Thriller"
"47497","Lars and the Real Girl (2007)","Comedy|Drama"
"47504","30 Days of Night (2007)","Horror|Thriller"
"47509","Rendition (2007)","Drama|Thriller"
"47510","Things We Lost in the Fire (2007)","Drama|Romance"
"47511","Gone Baby Gone (2007)","Crime|Drama|Mystery"
"47517","Assassination of Jesse James by the Coward Robert Ford, The (2007)","Crime|Drama|Western"
"47521","Persepolis (2007)","Animation|Drama"
"47530","Jane Austen Book Club, The (2007)","Drama|Romance"
"47531","Silk (2007)","Adventure|Drama|Romance"
"47532","Edge of Heaven, The (Auf der anderen Seite) (2007)","Drama"
"47533","My Mom's New Boyfriend (2008)","Action|Comedy|Romance|Thriller"
"47534","For the Bible Tells Me So (2007)","Documentary"
"47536","Elite Squad (Tropa de Elite) (2007)","Action|Crime|Drama|Thriller"
"47537","Year My Parents Went on Vacation, The (O Ano em Que Meus Pais Saíram de Férias) (2006)","Drama"
"47538","American Gangster (2007)","Crime|Drama|Thriller"
"47548","Bee Movie (2007)","Animation|Comedy"
"47551","Before the Devil Knows You're Dead (2007)","Crime|Drama|Thriller"
"47554","Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)","Drama"
"47557","No Country for Old Men (2007)","Crime|Drama"
"47587","Be Kind Rewind (2008)","Comedy"
"47592","August Rush (2007)","Drama|Musical"
"47594","You, the Living (Du levande) (2007)","Comedy|Drama|Musical"
"47595","Man from Earth, The (2007)","Drama|Sci-Fi"
"47597","Beowulf (2007)","Action|Adventure|Animation|Fantasy|IMAX"
"47601","Mr. Magorium's Wonder Emporium (2007)","Children|Comedy|Fantasy"
"47604","Southland Tales (2006)","Comedy|Drama|Sci-Fi|Thriller"
"47607","I Served the King of England (Obsluhoval jsem anglického krále) (2006)","Comedy|Drama|Romance|War"
"47608","Blame it on Fidel! (La faute à Fidel!) (2006)","Drama"
"47609","Mist, The (2007)","Horror|Sci-Fi"
"47611","Enchanted (2007)","Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance"
"47614","Hitman (2007)","Action|Crime|Thriller"
"47616","Om Shanti Om (2007)","Action|Drama|Musical|Romance"
"47617","Awake (2007)","Drama|Thriller"
"47618","Golden Compass, The (2007)","Adventure|Children|Fantasy"
"47622","I Am Legend (2007)","Action|Horror|Sci-Fi|Thriller|IMAX"
"47637","Futurama: Bender's Big Score (2007)","Animation|Comedy|Sci-Fi"
"47641","I'm Not There (2007)","Drama"
"47643","Orphanage, The (Orfanato, El) (2007)","Drama|Horror|Mystery|Thriller"
"47648","Juno (2007)","Comedy|Drama|Romance"
"47671","My Blueberry Nights (2007)","Drama|Romance"
"47673","Starting Out in the Evening (2007)","Drama"
"47674","Bucket List, The (2007)","Comedy|Drama"
"47677","Kite Runner, The (2007)","Drama"
"47678","Densha otoko (Train Man) (2005)","Comedy|Romance"
"47679","Wristcutters: A Love Story (2006)","Drama|Fantasy|Romance"
"47682","Vitus (2006)","Drama"
"47683","Sweeney Todd: The Demon Barber of Fleet Street (2007)","Drama|Horror|Musical|Thriller"
"47687","National Treasure: Book of Secrets (2007)","Action|Adventure"
"47694","There Will Be Blood (2007)","Drama|Western"
"47701","Charlie Wilson's War (2007)","Comedy|Drama|War"
"47706","AVPR: Aliens vs. Predator - Requiem (2007)","Action|Horror|Sci-Fi"
"47709","Walk Hard: The Dewey Cox Story (2007)","Comedy|Musical"
"47710","Water Horse: Legend of the Deep, The (2007)","Adventure|Children|Fantasy"
"47711","Battlestar Galactica: Razor (2007)","Action|Drama|Sci-Fi|Thriller"
"47712","P.S. I Love You (2007)","Comedy|Drama|Romance"
"47713","27 Dresses (2008)","Comedy|Romance"
"47720","Like Stars on Earth (Taare Zameen Par) (2007)","Drama"
"47721","D-War (Dragon Wars) (2007)","Action|Adventure|Drama|Fantasy"
"47722","Band's Visit, The (Bikur Ha-Tizmoret) (2007)","Comedy|Drama"
"47723","Flawless (2007)","Crime|Drama"
"47724","Cloverfield (2008)","Action|Mystery|Sci-Fi|Thriller"
"47730","Arranged (2007)","Comedy|Drama|Romance"
"47731","He Was a Quiet Man (2007)","Drama"
"47732","Cheyenne Social Club, The (1970)","Comedy|Western"
"47733","Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)","Animation|Comedy|Drama|Romance|Sci-Fi"
"47735","Sex and Breakfast (2007)","Comedy|Drama|Romance"
"47736","Rambo (Rambo 4) (2008)","Action|Drama|Thriller|War"
"47740","Over Her Dead Body (2008)","Comedy|Fantasy|Romance"
"47741","Hellboy II: The Golden Army (2008)","Action|Adventure|Fantasy|Sci-Fi"
"47746","In Bruges (2008)","Comedy|Crime|Drama|Thriller"
"47755","Caramel (Sukkar banat) (2007)","Comedy"
"47757","Welcome Home, Roscoe Jenkins (2008)","Comedy"
"47758","Fool's Gold (2008)","Action|Adventure|Comedy|Romance"
"47759","Jumper (2008)","Action|Adventure|Drama|Sci-Fi|Thriller"
"47766","Definitely, Maybe (2008)","Comedy|Drama|Romance"
"47769","Vantage Point (2008)","Action|Drama|Thriller"
"47773","Spiderwick Chronicles, The (2008)","Adventure|Children|Drama|Fantasy|IMAX"
"47774","Step Up 2 the Streets (2008)","Drama|Musical|Romance"
"47777","Other Boleyn Girl, The (2008)","Drama|Romance"
"47778","Run Fatboy Run (2007)","Comedy|Romance"
"47779","Taxi to the Dark Side (2007)","Documentary"
"47780","10,000 BC (2008)","Adventure|Romance|Thriller"
"47785","Bank Job, The (2008)","Action|Crime|Thriller"
"47790","Funny Games U.S. (2007)","Drama|Thriller"
"47791","Counterfeiters, The (Die Fälscher) (2007)","Crime|Drama|War"
"47795","Mongol (2007)","Drama|War"
"47797","War Dance (2007)","Documentary"
"47798","Love Guru, The (2008)","Comedy"
"47799","Hallam Foe (Mister Foe) (2007)","Drama|Romance"
"47800","Penelope (2006)","Comedy|Fantasy|Romance"
"47804","City of Men (Cidade dos Homens) (2007)","Drama"
"47805","Miss Pettigrew Lives for a Day (2008)","Comedy|Romance"
"47806","Dark Knight, The (2008)","Action|Crime|Drama|IMAX"
"47850","CJ7 (Cheung Gong 7 hou) (2008)","Children|Comedy|Sci-Fi"
"47852","Under the Same Moon (Misma luna, La) (2007)","Drama"
"47853","Smiling Lieutenant, The (1931)","Comedy|Musical|Romance"
"47854","21 (2008)","Crime|Drama|Romance|Thriller"
"47863","Last Hangman, The (Pierrepoint) (2005)","Drama"
"47864","Nim's Island (2008)","Adventure|Comedy|Fantasy"
"47865","Forgetting Sarah Marshall (2008)","Comedy|Romance"
"47874","Superhero Movie (2008)","Action|Comedy|Sci-Fi"
"47875","Street Kings (2008)","Crime|Drama|Thriller"
"47877","Visitor, The (2007)","Drama|Romance"
"47881","Speed Racer (2008)","Action|Children|Sci-Fi|IMAX"
"47884","Forbidden Kingdom, The (2008)","Action|Adventure|Comedy|Fantasy"
"47887","Happy-Go-Lucky (2008)","Comedy|Drama"
"47888","Religulous (2008)","Comedy|Documentary"
"47889","Son of Rambow (2007)","Children|Comedy|Drama"
"47892","Deception (2008)","Action|Drama|Thriller"
"47893","Iron Man (2008)","Action|Adventure|Sci-Fi"
"47917","Made of Honor (2008)","Comedy|Romance"
"47918","Redbelt (2008)","Action|Drama"
"47919","Anamorph (2007)","Crime|Thriller"
"47920","Taken (2008)","Action|Crime|Drama|Thriller"
"47933","Hero Wanted (2008)","Action|Crime|Drama|Thriller"
"47934","Flight of the Red Balloon (Voyage du ballon rouge, Le) (2007)","Drama"
"47935","Fall, The (2006)","Adventure|Drama|Fantasy"
"47939","Stargate: The Ark of Truth (2008)","Action|Fantasy|Sci-Fi"
"47940","American Crime, An (2007)","Crime"
"47942","Bella (2006)","Drama|Romance"
"47943","Chronicles of Narnia: Prince Caspian, The (2008)","Adventure|Children|Fantasy"
"47947","Young at Heart (a.k.a. Young@Heart) (2007)","Documentary|Musical"
"47948","War, Inc. (2008)","Comedy|Crime|Thriller"
"47950","Girl Next Door, The (2007)","Crime|Drama|Horror|Thriller"
"47951","Indiana Jones and the Kingdom of the Crystal Skull (2008)","Action|Adventure|Comedy|Sci-Fi"
"47961","Lake of Fire (2006)","Documentary"
"47963","Grand, The (2007)","Comedy"
"47964","Sex and the City (2008)","Comedy|Romance"
"47966","All the Boys Love Mandy Lane (2006)","Horror|Mystery|Thriller"
"47967","Kung Fu Panda (2008)","Action|Animation|Children|Comedy|IMAX"
"47979","You Don't Mess with the Zohan (2008)","Comedy"
"47983","Chaos Theory (2007)","Comedy|Drama|Romance"
"47984","Boy A (2007)","Crime|Drama"
"47985","Happening, The (2008)","Drama|Sci-Fi|Thriller"
"47987","Incredible Hulk, The (2008)","Action|Sci-Fi"
"47991","Children of Huang Shi, The (2008)","Drama|War"
"47992","WALL·E (2008)","Adventure|Animation|Children|Romance|Sci-Fi"
"48027","Wanted (2008)","Action|Thriller"
"48031","Hancock (2008)","Action|Adventure|Comedy|Crime|Fantasy"
"48039","Get Smart (2008)","Action|Comedy"
"48042","Rape of Europa, The (2006)","Documentary"
"48043","Futurama: The Beast with a Billion Backs (2008)","Action|Animation|Comedy|Romance|Sci-Fi"
"48045","Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008)","Documentary"
"48046","Wackness, The (2008)","Comedy|Drama|Romance"
"48048","Up the Yangtze (2007)","Documentary"
"48049","Encounters at the End of the World (2008)","Documentary"
"48050","Mamma Mia! (2008)","Comedy|Musical|Romance"
"48052","Kabluey (2007)","Comedy|Drama"
"48053","Rogue (2007)","Action|Adventure|Horror|Thriller"
"48054","Towelhead (a.k.a. Nothing is Private) (2007)","Drama"
"48055","It's the Great Pumpkin, Charlie Brown (1966)","Animation|Children|Comedy"
"48056","Journey to the Center of the Earth (2008)","Action|Adventure|Sci-Fi"
"48057","Meet Dave (2008)","Comedy|Sci-Fi"
"48059","August (2008)","Drama"
"48060","Death Note (2006)","Adventure|Crime|Drama|Horror|Mystery"
"48061","Stargate: Continuum (2008)","Sci-Fi"
"48062","Watchmen (2009)","Action|Drama|Mystery|Sci-Fi|Thriller|IMAX"
"48076","Felon (2008)","Crime|Drama"
"48078","Step Brothers (2008)","Comedy"
"48083","Brideshead Revisited (2008)","Drama"
"48084","X-Files: I Want to Believe, The (2008)","Drama|Mystery|Sci-Fi|Thriller"
"48086","American Teen (2008)","Documentary"
"48087","Man on Wire (2008)","Documentary"
"48090","Colour of Magic, The (Terry Pratchett's The Colour of Magic) (2008)","Adventure|Comedy|Fantasy"
"48091","Pathology (2008)","Crime|Horror|Thriller"
"48093","Mummy: Tomb of the Dragon Emperor, The (2008)","Action|Adventure|Fantasy|Thriller"
"48095","Vicky Cristina Barcelona (2008)","Comedy|Drama|Romance"
"48099","Batman: Gotham Knight (2008)","Action|Animation|Crime"
"48101","Pineapple Express (2008)","Action|Comedy|Crime"
"48107","Sisterhood of the Traveling Pants 2, The (2008)","Adventure|Comedy|Drama|Romance"
"48108","Elegy (2008)","Drama|Romance"
"48109","High School Musical 2 (2007)","Comedy|Drama|Musical|Romance"
"48110","Tropic Thunder (2008)","Action|Adventure|Comedy|War"
"48121","Star Wars: The Clone Wars (2008)","Action|Adventure|Animation|Sci-Fi"
"48124","Waltz with Bashir (Vals im Bashir) (2008)","Animation|Documentary|Drama|War"
"48129","Let the Right One In (Låt den rätte komma in) (2008)","Drama|Fantasy|Horror|Romance"
"48131","Death Race (2008)","Action|Adventure|Sci-Fi|Thriller"
"48134","House Bunny, The (2008)","Comedy"
"48135","Rocker, The (2008)","Comedy"
"48136","I.O.U.S.A. (a.k.a. IOUSA) (2008)","Documentary"
"48137","Mirrors (2008)","Horror|Mystery|Thriller"
"48138","Burn After Reading (2008)","Comedy|Crime|Drama"
"48144","Babylon A.D. (2008)","Action|Adventure|Sci-Fi|Thriller"
"48145","Traitor (2008)","Crime|Drama|Thriller"
"48146","Trouble the Water (2008)","Documentary"
"48147","Spirit, The (2008)","Action|Comedy|Fantasy|Thriller"
"48148","Bangkok Dangerous (2008)","Action|Crime|Thriller"
"48149","Lakeview Terrace (2008)","Drama|Thriller"
"48150","Ghost Town (2008)","Comedy|Fantasy|Romance"
"48152","Appaloosa (2008)","Western"
"48153","1984 (1956)","Drama|Sci-Fi"
"48154","Eagle Eye (2008)","Action|Crime|Thriller|IMAX"
"48158","How to Lose Friends & Alienate People (2008)","Comedy"
"48160","Nick and Norah's Infinite Playlist (2008)","Comedy|Drama|Romance"
"48165","Gomorrah (Gomorra) (2008)","Crime|Drama"
"48167","Accidental Husband, The (2009)","Comedy|Romance"
"48169","Duchess, The (2008)","Drama|Romance"
"48171","FLCL (2000)","Animation|Comedy|Fantasy|Sci-Fi"
"48174","Rachel Getting Married (2008)","Drama|Romance"
"48176","Body of Lies (2008)","Action|Drama|Thriller"
"48182","City of Ember (2008)","Adventure|Children|Sci-Fi"
"48183","Autism: The Musical (2007)","Documentary"
"48184","Max Payne (2008)","Action|Crime|Drama|Thriller"
"48187","Zack and Miri Make a Porno (2008)","Comedy|Drama|Romance"
"48194","Synecdoche, New York (2008)","Comedy|Drama"
"48196","Secret Life of Bees, The (2008)","Drama"
"48198","Lone Wolf and Cub: Baby Cart to Hades (Kozure Ôkami: Shinikazeni mukau ubaguruma) (1972)","Action|Drama"
"48199","Lone Wolf and Cub: Baby Cart in Peril (Kozure Ôkami: Oya no kokoro ko no kokoro) (1972)","Action"
"48200","RocknRolla (2008)","Action|Crime"
"48207","High School Musical 3: Senior Year (2008)","Musical"
"48208","Futurama: Bender's Game (2008)","Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi"
"48210","Madagascar: Escape 2 Africa (2008)","Action|Adventure|Animation|Children|Comedy|IMAX"
"48212","Changeling (2008)","Crime|Drama|Mystery"
"48220","Road, The (2009)","Adventure|Drama|Thriller"
"48221","Slumdog Millionaire (2008)","Crime|Drama|Romance"
"48245","Quantum of Solace (2008)","Action|Adventure|Thriller"
"48254","Role Models (2008)","Comedy"
"48259","Christmas Tale, A (Un conte de Noël) (2008)","Comedy|Drama"
"48260","Sex Drive (2008)","Comedy"
"48262","Class, The (Entre les murs) (2008)","Drama"
"48264","Australia (2008)","Adventure|Drama|War|Western"
"48266","Bolt (2008)","Action|Adventure|Animation|Children|Comedy"
"48271","Milk (2008)","Drama"
"48273","Twilight (2008)","Drama|Fantasy|Romance|Thriller"
"48278","Four Christmases (2008)","Comedy"
"48279","Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)","Drama|War"
"48284","Cadillac Records (2008)","Drama|Musical"
"48285","Shrek the Halls (2007)","Adventure|Animation|Comedy|Fantasy"
"48286","Wallace and Gromit in 'A Matter of Loaf and Death' (2008)","Animation|Comedy"
"48288","Man Named Pearl, A (2006)","Documentary"
"48289","Day the Earth Stood Still, The (2008)","Drama|Sci-Fi|Thriller|IMAX"
"48292","Starship Troopers 3: Marauder (2008)","Action|Sci-Fi|War"
"48293","Doubt (2008)","Drama|Mystery"
"48295","Gran Torino (2008)","Crime|Drama"
"48308","Frost/Nixon (2008)","Drama"
"48312","Reader, The (2008)","Drama|Romance"
"48316","I've Loved You So Long (Il y a longtemps que je t'aime) (2008)","Drama|Mystery"
"48318","Seven Pounds (2008)","Drama"
"48320","Wrestler, The (2008)","Drama"
"48326","Curious Case of Benjamin Button, The (2008)","Drama|Fantasy|Mystery|Romance"
"48335","Yes Man (2008)","Comedy"
"48337","War of the Worlds 2: The Next Wave (2008)","Action"
"48338","Ben X (2007)","Drama"
"48339","Choke (2008)","Comedy|Drama"
"48340","Revolutionary Road (2008)","Drama|Romance"
"48341","Dear Zachary: A Letter to a Son About His Father (2008)","Documentary"
"48344","Defiance (2008)","Drama|Thriller|War"
"48345","Marley & Me (2008)","Comedy|Drama"
